"id","G","region","age_band","income","credit_score","employment_yrs","score","Y","Yhat","ZG"
459,1,0,"18-30",42987,769,4.1,0.8104,0,1,2
460,1,1,"51+",47916,654,5.2,0.6657,0,1,3
461,0,1,"18-30",25974,680,7.6,0.216,0,0,1
462,1,0,"18-30",42811,670,8.7,0.5433,1,1,2
463,1,1,"31-50",36411,686,2.2,0.3823,0,0,3
464,1,0,"18-30",45240,649,2.7,0.4531,1,0,2
465,0,1,"18-30",43118,606,1.1,0.4667,0,0,1
466,1,0,"31-50",46770,609,12.7,0.8288,1,1,2
467,1,1,"31-50",31828,674,2.2,0.1956,0,0,3
468,0,0,"18-30",27040,576,9.7,0.1607,0,0,0
469,1,1,"18-30",35104,703,8.9,0.6772,1,1,3
470,0,1,"51+",37520,635,13.3,0.4062,0,0,1
471,1,1,"31-50",34304,518,7.5,0.0401,0,0,3
472,0,0,"31-50",35682,430,1.1,0.0065,0,0,0
473,1,1,"31-50",48880,544,10,0.5523,0,1,3
474,0,0,"51+",38347,555,14,0.2429,0,0,0
475,0,1,"18-30",43986,601,6.8,0.47,0,0,1
476,1,1,"51+",40706,697,9.8,0.7429,1,1,3
477,0,0,"18-30",36111,549,4.3,0.0778,0,0,0
478,1,1,"18-30",32136,525,0.9,0.0721,0,0,3
479,1,0,"31-50",45047,691,0,0.4922,1,0,2
480,0,1,"18-30",20106,653,10.6,0.2389,0,0,1
481,1,0,"31-50",29156,616,13.5,0.1803,0,0,2
482,0,1,"31-50",36912,656,4.9,0.379,0,0,1
483,1,0,"18-30",32640,646,7,0.1366,1,0,2
484,0,1,"31-50",36979,753,5.4,0.4387,0,0,1
485,0,0,"18-30",23627,627,9,0.0859,0,0,0
486,1,0,"31-50",40213,592,16.3,0.4223,0,0,2
487,1,1,"51+",26467,729,14.7,0.6068,1,1,3
488,0,1,"31-50",37793,702,13.7,0.8209,1,1,1
489,1,0,"31-50",25927,732,7.5,0.4602,1,0,2
490,0,1,"18-30",36134,695,13.2,0.5851,0,1,1
491,0,0,"18-30",34083,543,3.3,0.1992,0,0,0
492,1,1,"51+",47459,695,5.8,0.6962,0,1,3
493,1,0,"51+",58977,586,5.5,0.5053,1,1,2
494,0,1,"18-30",19654,640,7.2,0.0988,0,0,1
495,1,0,"31-50",37108,671,13.8,0.88,1,1,2
496,0,0,"51+",28709,639,4.9,0.0377,0,0,0
497,1,1,"18-30",34551,618,11.8,0.4129,1,0,3
498,1,1,"18-30",29685,623,11.6,0.3261,1,0,3
499,0,0,"18-30",37875,589,3.7,0.1921,0,0,0
500,0,1,"31-50",35788,724,0,0.6697,0,1,1
501,1,0,"31-50",44088,571,9.1,0.3237,0,0,2
502,1,0,"31-50",54464,550,1.6,0.453,0,0,2
503,1,0,"31-50",26379,717,6.7,0.2121,1,0,2
504,1,0,"31-50",42300,640,3.1,0.3621,0,0,2
505,1,1,"31-50",37847,647,4.9,0.6988,0,1,3
506,1,1,"51+",36964,779,8.4,0.7672,1,1,3
507,1,1,"31-50",34445,488,6.2,0.0331,0,0,3
508,1,0,"18-30",38452,604,9.3,0.3944,1,0,2
509,0,0,"31-50",41495,636,16.6,0.8187,1,1,0
510,1,0,"51+",33423,715,13.2,0.6179,1,1,2
511,1,1,"51+",37518,742,3.8,0.5323,1,1,3
512,1,0,"31-50",43369,767,12.2,0.8409,1,1,2
513,0,0,"18-30",37621,658,6.6,0.5383,1,1,0
514,1,1,"51+",53987,710,7.7,0.8556,1,1,3
515,0,1,"51+",31600,680,8.8,0.2495,0,0,1
516,1,0,"31-50",38588,760,6.6,0.728,1,1,2
517,1,1,"31-50",25744,680,6.5,0.0652,0,0,3
518,0,1,"31-50",44496,677,4.6,0.394,1,0,1
519,1,0,"18-30",45847,671,8.6,0.5427,1,1,2
520,0,1,"18-30",41939,681,2.9,0.4361,1,0,1
521,1,0,"18-30",32004,739,11,0.5224,1,1,2
522,1,0,"31-50",52190,670,10.9,0.8802,1,1,2
523,1,0,"18-30",34452,629,8,0.2816,0,0,2
524,1,1,"51+",52066,594,10.1,0.6477,0,1,3
525,1,0,"18-30",39687,582,7.7,0.4203,0,0,2
526,0,1,"18-30",38623,561,9.6,0.1696,0,0,1
527,0,0,"51+",35184,638,12.8,0.3952,0,0,0
528,1,1,"31-50",33260,582,1.5,0.1096,0,0,3
529,0,0,"18-30",32714,439,6,0.0574,0,0,0
530,1,1,"31-50",35761,785,9.8,0.7944,1,1,3
531,0,1,"51+",25834,716,3.1,0.1913,1,0,1
532,0,1,"31-50",32864,641,4.9,0.2642,1,0,1
533,1,1,"18-30",32903,693,7,0.427,0,0,3
534,0,1,"31-50",33850,646,11.5,0.4103,1,0,1
535,1,1,"18-30",41470,691,8.2,0.6447,1,1,3
536,0,1,"18-30",39741,626,0.2,0.1908,0,0,1
537,1,1,"18-30",33200,719,10.6,0.6741,0,1,3
538,0,0,"31-50",39393,687,7.1,0.3763,0,0,0
539,1,1,"31-50",40037,811,7.1,0.9546,1,1,3
540,1,1,"31-50",37119,722,8.3,0.6867,1,1,3
541,0,0,"31-50",42943,804,7.3,0.9411,1,1,0
542,1,0,"51+",41978,729,10.9,0.9238,1,1,2
543,0,0,"31-50",27692,760,0,0.413,0,0,0
544,1,0,"51+",29857,703,6.7,0.3828,0,0,2
545,0,1,"51+",36731,647,0,0.1846,1,0,1
546,0,0,"18-30",27936,668,6.6,0.1139,0,0,0
547,1,1,"51+",54465,775,8.2,0.9649,0,1,3
548,0,0,"18-30",38358,679,6.8,0.5476,1,1,0
549,0,0,"31-50",12107,698,8.4,0.1605,0,0,0
550,1,0,"51+",31820,525,5.5,0.0569,0,0,2
551,1,1,"31-50",30034,650,8.5,0.1638,0,0,3
552,1,1,"51+",31867,696,7.5,0.4093,0,0,3
553,0,1,"51+",20816,619,13.1,0.0784,0,0,1
554,0,0,"18-30",38169,661,6.2,0.4508,0,0,0
555,1,1,"31-50",43016,743,4.1,0.6957,1,1,3
556,0,0,"18-30",37402,694,0.8,0.2817,0,0,0
557,0,1,"18-30",42987,643,7.7,0.5678,0,1,1
558,1,1,"18-30",39717,725,8.2,0.9099,0,1,3
559,1,0,"18-30",51508,675,10.3,0.6708,1,1,2
560,1,0,"18-30",30976,770,8.3,0.7356,1,1,2
561,1,0,"31-50",34517,592,0.7,0.0764,0,0,2
562,0,1,"18-30",27777,790,6.3,0.519,1,1,1
563,0,1,"31-50",30977,532,13,0.163,0,0,1
564,1,0,"31-50",32769,625,7.8,0.3008,0,0,2
565,0,1,"31-50",39145,672,7,0.6109,0,1,1
566,0,0,"31-50",32975,782,11.2,0.8666,1,1,0
567,1,0,"51+",48888,651,6.1,0.8314,1,1,2
568,0,0,"31-50",21792,679,12,0.5091,1,1,0
569,1,0,"18-30",27749,628,9.2,0.1163,0,0,2
570,0,1,"31-50",28567,724,4.5,0.2144,1,0,1
571,0,1,"31-50",27013,541,4.8,0.0293,0,0,1
572,0,1,"31-50",21832,678,7.8,0.1057,0,0,1
573,0,1,"18-30",37140,740,5.6,0.4766,0,0,1
574,1,1,"51+",45359,741,6.6,0.8934,1,1,3
575,0,0,"31-50",44547,707,5.3,0.6693,1,1,0
576,0,1,"18-30",38096,656,10.5,0.5378,1,1,1
577,1,1,"51+",43451,604,6.5,0.3878,0,0,3
578,1,1,"31-50",50433,766,7.1,0.9078,0,1,3
579,0,1,"51+",30887,586,0.8,0.1032,0,0,1
580,1,1,"31-50",41021,731,6.1,0.6587,0,1,3
581,0,1,"31-50",36315,588,7.7,0.4659,0,0,1
582,0,1,"31-50",52982,632,10.9,0.8687,1,1,1
583,0,1,"18-30",37441,592,10.2,0.1819,0,0,1
584,1,1,"31-50",33716,549,11.8,0.1091,1,0,3
585,0,0,"31-50",37737,658,3.3,0.3622,1,0,0
586,1,0,"51+",30832,743,6.9,0.7484,0,1,2
587,1,1,"51+",31079,699,17.7,0.5871,0,1,3
588,0,1,"18-30",43685,664,5,0.5007,1,1,1
589,0,1,"31-50",24617,592,5.4,0.06,0,0,1
590,0,1,"18-30",21467,758,9,0.4246,0,0,1
591,1,0,"31-50",36238,614,10.3,0.1749,1,0,2
592,1,0,"31-50",34939,755,5.2,0.6831,0,1,2
593,0,0,"18-30",36506,755,2.1,0.6419,0,1,0
594,1,0,"31-50",38081,739,5.3,0.8903,1,1,2
595,1,0,"51+",61172,558,8.2,0.7406,0,1,2
596,0,0,"31-50",44667,637,1.7,0.3578,1,0,0
597,1,1,"31-50",24041,667,8,0.4344,0,0,3
598,1,0,"51+",42555,762,11.5,0.9494,1,1,2
599,0,0,"31-50",30709,595,9.7,0.2053,0,0,0
600,1,0,"31-50",46204,693,8,0.8525,1,1,2
601,1,1,"18-30",31871,668,0.2,0.1695,0,0,3
602,0,0,"51+",29840,639,11.9,0.2448,1,0,0
603,1,0,"18-30",40565,686,11.5,0.7893,0,1,2
604,1,0,"18-30",43277,679,5.9,0.8725,0,1,2
605,1,0,"51+",26761,729,13.1,0.5434,0,1,2
606,0,1,"31-50",30859,604,8.6,0.1004,0,0,1
607,1,1,"18-30",23679,808,8.8,0.7768,1,1,3
608,0,1,"31-50",38325,726,6.7,0.6544,1,1,1
609,1,1,"31-50",34677,671,12.4,0.6363,0,1,3
610,1,1,"51+",51044,601,7.2,0.5734,0,1,3
611,0,0,"51+",43455,638,8.9,0.7,1,1,0
612,1,1,"18-30",33746,673,5.9,0.4607,0,0,3
613,1,0,"31-50",42817,705,10.7,0.7643,1,1,2
614,0,0,"18-30",43362,636,7,0.2989,0,0,0
615,0,1,"51+",37701,551,5.5,0.2117,0,0,1
616,0,1,"18-30",25118,755,0.1,0.2779,1,0,1
617,0,0,"51+",18204,594,0.7,0.0181,0,0,0
618,0,1,"31-50",35962,574,5.8,0.1904,0,0,1
619,0,1,"31-50",28249,502,2.7,0.0203,0,0,1
620,1,1,"51+",50983,569,11.4,0.3336,0,0,3
621,0,0,"51+",27435,559,8.2,0.1151,0,0,0
622,0,0,"18-30",39204,630,4.5,0.5189,1,1,0
623,0,0,"31-50",41491,742,5.3,0.8155,1,1,0
624,1,0,"51+",46369,657,8.9,0.7124,1,1,2
625,1,1,"31-50",26495,693,6.4,0.2272,1,0,3
626,1,1,"31-50",28216,666,10,0.3512,0,0,3
627,1,1,"51+",36058,799,8.1,0.8199,1,1,3
628,0,0,"31-50",42338,651,8.8,0.7539,0,1,0
629,1,1,"31-50",49939,708,7.7,0.9015,1,1,3
630,1,0,"51+",54863,680,12.8,0.9432,1,1,2
631,0,0,"18-30",26565,568,12.9,0.1255,1,0,0
632,0,1,"18-30",28774,648,7.4,0.2144,0,0,1
633,1,0,"18-30",39805,639,6.1,0.7684,0,1,2
634,0,0,"31-50",43974,735,8,0.7731,1,1,0
635,1,0,"51+",24690,617,1.8,0.1458,0,0,2
636,1,0,"18-30",30217,677,10.3,0.3725,0,0,2
637,0,0,"51+",47993,688,5.4,0.693,1,1,0
638,0,1,"31-50",40272,662,6.6,0.539,1,1,1
639,0,1,"31-50",16915,603,9.7,0.0277,0,0,1
640,1,0,"51+",48585,644,10.9,0.7137,0,1,2
641,0,0,"31-50",37087,722,7.4,0.6182,1,1,0
642,0,0,"51+",28408,607,6.7,0.0931,0,0,0
643,0,0,"51+",33954,672,0,0.2783,1,0,0
644,1,1,"51+",45087,739,13.5,0.9324,1,1,3
645,1,0,"51+",42821,694,10.3,0.7497,1,1,2
646,0,1,"31-50",40365,526,16.4,0.3677,1,0,1
647,0,0,"31-50",46296,697,5.9,0.7186,1,1,0
648,1,0,"31-50",43121,784,11.5,0.9316,1,1,2
649,1,1,"31-50",28155,696,6.9,0.3854,1,0,3
650,0,0,"18-30",34493,657,4,0.2896,0,0,0
651,0,1,"31-50",14994,678,5.7,0.0768,0,0,1
652,0,1,"51+",32059,556,9.9,0.2477,0,0,1
653,1,0,"18-30",33607,658,5.5,0.241,0,0,2
654,0,1,"31-50",26596,606,10.1,0.1469,0,0,1
655,0,0,"18-30",29078,770,9.1,0.6583,0,1,0
656,0,0,"18-30",64782,738,12.1,0.9921,1,1,0
657,0,1,"51+",26002,700,0.4,0.163,0,0,1
658,1,0,"31-50",32707,636,14,0.5833,0,1,2
659,1,1,"18-30",36951,708,0,0.1637,0,0,3
660,1,0,"31-50",36928,557,9.8,0.1137,0,0,2
661,0,0,"31-50",61183,708,7.8,0.914,1,1,0
662,0,0,"31-50",33791,680,8.2,0.3287,1,0,0
663,1,0,"31-50",38801,705,4.3,0.2663,0,0,2
664,0,0,"31-50",30253,629,11.5,0.3878,1,0,0
665,1,0,"31-50",49006,738,8.7,0.9731,1,1,2
666,1,0,"31-50",38304,787,5.9,0.6101,1,1,2
667,0,0,"31-50",37760,524,2.7,0.0511,0,0,0
668,1,0,"18-30",40871,688,8.7,0.6027,1,1,2
669,0,0,"31-50",21509,680,6.6,0.2049,0,0,0
670,1,1,"18-30",33510,593,13.1,0.1694,0,0,3
671,1,0,"18-30",40009,740,4.2,0.8117,1,1,2
672,1,0,"51+",49625,782,11.6,0.9706,1,1,2
673,1,1,"31-50",42494,775,9.5,0.926,1,1,3
674,1,0,"51+",41045,697,3.7,0.569,0,1,2
675,1,1,"31-50",33559,790,8.2,0.787,1,1,3
676,0,1,"31-50",41409,668,6.9,0.5331,1,1,1
677,0,1,"51+",41576,622,13.5,0.3572,1,0,1
678,1,1,"31-50",37426,654,9.2,0.5219,0,1,3
679,1,1,"18-30",46179,722,6,0.8135,1,1,3
680,1,0,"31-50",38067,744,12,0.8731,1,1,2
681,0,0,"18-30",35702,566,6.4,0.0621,0,0,0
682,0,0,"18-30",40605,670,0.4,0.5824,0,1,0
683,0,0,"31-50",38504,606,9.7,0.4481,0,0,0
684,0,0,"51+",27981,661,8.7,0.5144,0,1,0
685,0,1,"51+",37026,575,12.4,0.4192,0,0,1
686,0,0,"18-30",29799,586,6.1,0.0544,0,0,0
687,1,0,"31-50",38476,674,8.6,0.3118,1,0,2
688,1,0,"18-30",32783,567,4.2,0.0828,0,0,2
689,1,1,"18-30",39808,625,9.3,0.4059,0,0,3
690,1,1,"31-50",46979,443,6.7,0.1671,0,0,3
691,1,1,"18-30",37500,663,4,0.1997,1,0,3
692,0,1,"18-30",39766,770,6.8,0.6994,1,1,1
693,1,1,"18-30",39177,599,5.2,0.3235,0,0,3
694,1,1,"51+",44472,680,2.6,0.4757,0,0,3
695,1,0,"31-50",27566,614,4.9,0.3507,0,0,2
696,0,0,"51+",39679,673,3.9,0.2844,1,0,0
697,1,0,"51+",34787,701,13.4,0.7476,0,1,2
698,1,0,"18-30",36495,697,9.4,0.6567,1,1,2
699,1,0,"31-50",42074,685,9.4,0.4743,1,0,2
700,1,0,"51+",43932,736,8.4,0.841,0,1,2
701,0,1,"51+",30038,530,4.7,0.0518,0,0,1
702,1,1,"18-30",31745,652,1.3,0.1494,0,0,3
703,1,1,"31-50",34449,663,15,0.807,1,1,3
704,0,1,"51+",23866,538,14,0.0808,0,0,1
705,1,0,"18-30",48986,687,9.3,0.6771,0,1,2
706,0,1,"31-50",37047,673,5.8,0.5594,1,1,1
707,1,1,"31-50",39902,649,7.8,0.2819,0,0,3
708,1,0,"18-30",31715,641,12.6,0.1951,1,0,2
709,1,1,"51+",46877,790,4.2,0.7751,1,1,3
710,1,0,"31-50",41520,742,9.3,0.8892,1,1,2
711,0,1,"18-30",20193,520,8.5,0.0349,0,0,1
712,1,0,"18-30",36899,648,0,0.2363,0,0,2
713,0,0,"18-30",31450,621,5,0.1518,0,0,0
714,0,1,"31-50",31406,656,5.5,0.299,0,0,1
715,1,1,"51+",40240,669,5.2,0.3107,1,0,3
716,1,1,"31-50",43139,693,2.1,0.7028,0,1,3
717,1,0,"31-50",49565,667,9.9,0.7373,0,1,2
718,1,1,"18-30",39091,733,5,0.8465,1,1,3
719,0,1,"51+",28960,718,13.2,0.6865,0,1,1
720,1,0,"18-30",30500,514,12.1,0.0336,0,0,2
721,1,0,"31-50",42685,782,17.5,0.9408,1,1,2
722,0,1,"31-50",30580,585,7.9,0.0838,1,0,1
723,0,1,"18-30",38892,485,5.5,0.0175,0,0,1
724,0,0,"31-50",27037,731,6,0.4711,1,0,0
725,0,0,"51+",31640,632,8.7,0.1686,0,0,0
726,0,1,"18-30",23937,737,11.8,0.4256,1,0,1
727,0,1,"31-50",38436,615,8.5,0.2633,0,0,1
728,0,0,"31-50",32365,711,2.6,0.4982,1,0,0
729,0,0,"31-50",56362,517,5.7,0.265,0,0,0
730,1,1,"18-30",36499,709,10.3,0.794,1,1,3
731,1,0,"31-50",33498,587,13,0.5141,0,1,2
732,0,1,"18-30",49704,707,0,0.8782,1,1,1
733,0,0,"31-50",49428,628,3.3,0.3864,0,0,0
734,0,1,"31-50",46273,680,5.7,0.6644,1,1,1
735,1,1,"31-50",42560,676,7.1,0.7865,0,1,3
736,1,1,"31-50",45886,582,7.7,0.3115,1,0,3
737,0,1,"51+",41415,653,11.1,0.5712,1,1,1
738,0,1,"51+",43018,653,15.9,0.875,0,1,1
739,1,0,"31-50",34676,597,7.4,0.2468,1,0,2
740,1,0,"31-50",33673,641,4.1,0.1806,1,0,2
741,0,1,"31-50",42701,645,8,0.3621,1,0,1
742,1,0,"31-50",30614,866,6.6,0.9227,1,1,2
743,1,0,"31-50",43111,659,8.4,0.7804,1,1,2
744,0,0,"51+",28124,524,6.3,0.0092,0,0,0
745,1,1,"18-30",56382,674,5,0.9049,1,1,3
746,1,0,"31-50",47797,654,5,0.5756,0,1,2
747,0,0,"18-30",38221,606,0.2,0.1201,0,0,0
748,1,0,"31-50",41570,720,6.1,0.8872,1,1,2
749,0,0,"18-30",27525,664,7.6,0.4463,0,0,0
750,0,0,"31-50",30175,656,7.1,0.21,0,0,0
751,1,1,"31-50",40786,722,10.1,0.7679,1,1,3
752,1,1,"31-50",41782,633,11.6,0.4051,0,0,3
753,1,1,"51+",42611,687,13.4,0.7553,1,1,3
754,1,0,"31-50",19190,792,13,0.6769,1,1,2
755,0,1,"31-50",36831,673,8.5,0.5272,0,1,1
756,1,1,"18-30",44684,528,8.6,0.4452,0,0,3
757,1,0,"31-50",48820,724,5.9,0.8871,1,1,2
758,0,0,"31-50",46515,505,4.9,0.0973,0,0,0
759,1,0,"31-50",47017,540,8.1,0.3439,1,0,2
760,1,0,"18-30",48117,636,5.1,0.4613,0,0,2
761,1,0,"31-50",36623,751,7.1,0.6643,0,1,2
762,1,1,"18-30",35626,659,4.8,0.4589,0,0,3
763,0,0,"31-50",27080,647,7.8,0.0922,0,0,0
764,1,1,"18-30",53071,626,9.1,0.8709,1,1,3
765,0,1,"51+",17635,586,3,0.0653,0,0,1
766,1,0,"31-50",42054,763,0.2,0.7294,1,1,2
767,1,1,"31-50",40320,624,0,0.2356,0,0,3
768,1,0,"31-50",43551,655,16.4,0.7524,1,1,2
769,0,0,"18-30",40726,552,3.5,0.0863,0,0,0
770,0,1,"18-30",23110,646,8.9,0.1724,1,0,1
771,0,0,"31-50",40393,629,9.7,0.2791,1,0,0
772,0,1,"51+",37215,712,5.3,0.3815,1,0,1
773,0,0,"31-50",33484,551,5.1,0.0583,0,0,0
774,0,1,"31-50",30385,586,4.9,0.0938,0,0,1
775,1,1,"31-50",43133,740,1.8,0.7288,1,1,3
776,1,1,"31-50",33966,600,4.5,0.0726,0,0,3
777,1,1,"31-50",43199,697,3.7,0.7318,0,1,3
778,1,1,"31-50",40070,743,6,0.7488,1,1,3
779,0,0,"31-50",20750,695,5.3,0.0948,0,0,0
780,0,0,"31-50",47869,489,6.9,0.1154,1,0,0
781,1,0,"31-50",56731,765,7.1,0.9775,1,1,2
782,0,0,"31-50",42512,544,8.5,0.1246,0,0,0
783,1,1,"51+",36693,746,7.1,0.7641,0,1,3
784,0,1,"51+",29288,709,7.5,0.6379,1,1,1
785,0,0,"18-30",42718,526,8.2,0.1408,0,0,0
786,1,1,"18-30",47523,647,5.6,0.6775,0,1,3
787,1,0,"51+",48774,725,13.3,0.9065,1,1,2
788,1,0,"18-30",37860,559,9.5,0.1917,1,0,2
789,1,1,"51+",49204,653,8.2,0.8425,1,1,3
790,0,0,"18-30",48273,563,8.9,0.4065,1,0,0
791,0,1,"31-50",35335,770,2,0.7388,1,1,1
792,1,1,"31-50",41485,710,9,0.794,1,1,3
793,1,1,"51+",40284,774,11.4,0.8923,1,1,3
794,1,0,"18-30",30570,622,3.7,0.104,0,0,2
795,0,0,"31-50",24734,817,3.3,0.4641,0,0,0
796,1,0,"31-50",35327,617,4.7,0.2461,0,0,2
797,1,1,"51+",43705,730,13.1,0.7712,1,1,3
798,1,0,"18-30",42102,631,7,0.7305,1,1,2
799,1,0,"31-50",49747,554,15.4,0.7251,1,1,2
800,1,1,"31-50",32873,769,3.6,0.6945,1,1,3
801,1,0,"31-50",39126,647,3.5,0.2923,0,0,2
802,1,1,"51+",36212,616,3.3,0.1493,0,0,3
803,1,0,"51+",41596,664,5.6,0.6143,1,1,2
804,1,1,"51+",45019,626,5.8,0.739,1,1,3
805,1,1,"51+",53536,707,11.2,0.9318,1,1,3
806,0,0,"31-50",47308,756,6,0.8655,1,1,0
807,1,1,"18-30",54824,583,8.1,0.69,0,1,3
808,1,1,"31-50",44981,557,8.7,0.2731,1,0,3
809,0,0,"31-50",48427,651,5.7,0.6334,1,1,0
810,0,1,"51+",25153,672,6,0.329,1,0,1
811,1,0,"18-30",41185,642,16.6,0.3732,0,0,2
812,0,0,"51+",45598,582,5.7,0.1866,0,0,0
813,1,1,"18-30",37649,696,15.7,0.8296,0,1,3
814,0,0,"31-50",37808,695,7.6,0.5592,0,1,0
815,0,1,"18-30",40099,592,2.5,0.0904,0,0,1
816,1,0,"31-50",38309,598,0,0.122,0,0,2
817,1,0,"18-30",50015,712,7.4,0.9414,1,1,2
818,1,0,"18-30",44350,622,9.4,0.6211,0,1,2
819,0,0,"51+",27683,652,10.8,0.1874,0,0,0
820,0,0,"51+",43428,668,8.8,0.609,1,1,0
821,0,1,"31-50",24138,675,5.3,0.2636,0,0,1
822,1,0,"31-50",47542,638,2.5,0.4965,0,0,2
823,0,1,"31-50",27583,632,9.1,0.1414,0,0,1
824,0,1,"18-30",38873,599,10.8,0.458,1,0,1
825,0,0,"18-30",37536,540,0,0.041,0,0,0
826,1,1,"31-50",49400,630,5.4,0.6509,0,1,3
827,1,1,"31-50",43340,735,5.5,0.7729,0,1,3
828,1,0,"51+",46788,687,9,0.7371,1,1,2
829,1,0,"51+",34302,651,8.1,0.3973,1,0,2
830,0,0,"18-30",33268,634,8.4,0.3002,1,0,0
831,1,0,"31-50",48463,761,14.6,0.9331,1,1,2
832,0,1,"51+",27274,756,8.2,0.4547,1,0,1
833,1,1,"31-50",31839,683,15.6,0.5968,0,1,3
834,0,0,"18-30",32710,621,5,0.1409,1,0,0
835,0,0,"18-30",33027,743,9.9,0.7788,0,1,0
836,0,0,"18-30",34018,606,11.9,0.3073,1,0,0
837,0,0,"51+",52543,650,13.9,0.8552,1,1,0
838,0,0,"51+",21973,592,9.4,0.0464,0,0,0
839,1,1,"31-50",32656,599,9.6,0.3268,0,0,3
840,1,0,"31-50",33413,592,2.3,0.1446,0,0,2
841,0,1,"31-50",45573,689,8.3,0.8579,0,1,1
842,0,1,"18-30",44001,674,15,0.72,1,1,1
843,0,0,"31-50",26532,582,5.3,0.1116,0,0,0
844,1,1,"31-50",31455,621,1.9,0.0999,0,0,3
845,0,0,"51+",31353,680,10.7,0.2867,0,0,0
846,1,1,"18-30",24048,649,6.6,0.2107,0,0,3
847,0,1,"31-50",37941,619,0,0.1328,0,0,1
848,1,1,"51+",39379,716,4.9,0.5799,1,1,3
849,1,1,"18-30",26265,674,0,0.1035,0,0,3
850,1,1,"18-30",38097,714,6,0.4544,1,0,3
851,1,0,"51+",39639,570,7.2,0.1181,1,0,2
852,0,0,"18-30",40692,661,6,0.6712,0,1,0
853,0,0,"31-50",33563,665,11.3,0.5422,0,1,0
854,0,1,"18-30",28297,684,9.7,0.6191,0,1,1
855,1,1,"18-30",34870,650,14.4,0.5355,1,1,3
856,1,1,"31-50",50815,805,14.8,0.9764,1,1,3
857,0,0,"31-50",31574,745,5.8,0.3161,1,0,0
858,1,0,"18-30",42386,645,10.5,0.703,0,1,2
859,1,0,"18-30",43248,626,10.6,0.6429,1,1,2
860,0,1,"51+",37553,720,7.1,0.7954,0,1,1
861,1,1,"51+",27986,640,4.7,0.196,0,0,3
862,1,1,"51+",45498,690,12.2,0.8384,1,1,3
863,0,0,"18-30",43501,600,2.8,0.2205,0,0,0
864,1,0,"31-50",56442,654,9.4,0.8805,1,1,2
865,0,0,"51+",23460,617,7,0.0723,0,0,0
866,1,1,"31-50",30858,747,9.4,0.7325,0,1,3
867,1,0,"31-50",43526,559,5.7,0.2455,0,0,2
868,1,1,"31-50",35948,583,10.2,0.3141,1,0,3
869,1,0,"18-30",50009,694,9.9,0.9196,1,1,2
870,1,0,"31-50",27899,734,8.2,0.5362,0,1,2
871,1,0,"18-30",42975,671,5.4,0.6384,1,1,2
872,1,0,"31-50",43093,690,8.5,0.724,0,1,2
873,0,1,"31-50",41076,760,4.9,0.8886,1,1,1
874,1,1,"18-30",47224,689,2.7,0.6351,1,1,3
875,0,0,"18-30",34896,736,3.3,0.575,1,1,0
876,0,1,"51+",20759,578,3.3,0.015,0,0,1
877,1,0,"31-50",42641,715,3.1,0.6657,1,1,2
878,0,1,"31-50",37027,562,5.7,0.095,1,0,1
879,0,0,"51+",19219,656,7.8,0.1456,1,0,0
880,0,0,"31-50",42992,622,2.8,0.3599,1,0,0
881,1,1,"51+",40867,645,12.9,0.8233,0,1,3
882,0,0,"51+",25069,711,0,0.2062,1,0,0
883,0,0,"31-50",36186,639,3.4,0.1348,0,0,0
884,1,0,"51+",47650,625,11.4,0.7228,1,1,2
885,0,0,"18-30",38669,780,11.7,0.8695,1,1,0
886,0,1,"18-30",30757,787,8.4,0.6263,1,1,1
887,1,1,"51+",58884,604,7.2,0.8212,1,1,3
888,1,1,"51+",38507,740,13.2,0.8032,1,1,3
889,1,1,"31-50",42660,724,3.9,0.6843,1,1,3
890,1,1,"51+",43820,694,6.8,0.9256,1,1,3
891,0,1,"18-30",41568,668,1,0.1918,0,0,1
892,0,1,"18-30",40772,722,8.4,0.5923,1,1,1
893,0,1,"51+",33846,746,5.6,0.4832,0,0,1
894,1,0,"51+",38943,570,10.6,0.2683,1,0,2
895,0,1,"31-50",25361,630,10.5,0.2943,0,0,1
896,0,0,"18-30",37331,637,11.6,0.6369,1,1,0
897,1,1,"51+",45709,801,8.2,0.9228,1,1,3
898,1,1,"18-30",36632,719,7.4,0.3494,0,0,3
899,1,0,"18-30",46825,602,9.7,0.7232,1,1,2
900,0,0,"51+",34499,682,11.5,0.5102,0,1,0
901,0,1,"31-50",38195,517,10.3,0.1784,0,0,1
902,1,1,"31-50",34063,710,6.7,0.4766,0,0,3
903,0,1,"18-30",42572,679,0.6,0.4539,1,0,1
904,0,0,"31-50",23677,767,7.3,0.4543,0,0,0
905,0,0,"31-50",50785,639,12.3,0.8341,1,1,0
906,1,1,"51+",38572,714,12.7,0.7708,1,1,3
907,0,1,"51+",22763,659,4.8,0.0539,0,0,1
908,0,1,"51+",25644,593,1.6,0.0489,0,0,1
909,0,0,"31-50",17995,603,15,0.0566,0,0,0
910,1,0,"18-30",38366,591,12.3,0.2408,0,0,2
911,1,1,"31-50",41513,711,4.8,0.6747,1,1,3
912,1,1,"31-50",34850,688,7.5,0.4967,1,0,3
913,0,0,"51+",32648,586,6.2,0.0523,1,0,0
914,0,0,"51+",23582,563,7.8,0.04,0,0,0
915,1,0,"51+",48137,610,11.6,0.7955,1,1,2
916,0,1,"31-50",32671,610,3.9,0.1384,0,0,1
917,0,1,"18-30",36283,475,6.8,0.033,0,0,1
